loan_date,loan_type,credit_type,risk_level,product,platform,media,loan_utilization_bucket,loan_order_cnt,loan_customer_cnt,loan_amt_sum,credit_limit_sum,fpd0_numerator,fpd0_denominator,fpd0_amt_numerator,fpd0_amt_denominator,fpd10_numerator,fpd10_denominator,fpd10_amt_numerator,fpd10_amt_denominator
2026-08-18,首借,01_首次授信,RG6,CL_05,Android,Facebook,02_100%及以上,1,1,300000.0,300000.0,1,1,300000.0,300000.0,0,1,0.0,300000.0
2026-07-16,复借,01_首次授信,RG4,CL_03,iOS,ASA,02_100%及以上,1,1,800000.0,600000.0,0,1,0.0,800000.0,0,1,0.0,800000.0
2026-07-30,首借,01_首次授信,RG2,CL_05,Android,Facebook,01_100%以下,1,1,500000.0,1000000.0,0,1,0.0,500000.0,0,1,0.0,500000.0
2026-08-07,复借,02_非首次授信,RG1,CL_03,Android,Facebook,02_100%及以上,1,1,600000.0,500000.0,0,1,0.0,600000.0,0,1,0.0,600000.0
2026-09-08,复借,01_首次授信,RG2,CL_05,Android,Facebook,02_100%及以上,6,6,5700000.0,4600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-15,复借,01_首次授信,RG5,CL_05,iOS,Organic,02_100%及以上,2,2,900000.0,700000.0,2,2,900000.0,900000.0,2,2,900000.0,900000.0
2026-08-07,复借,01_首次授信,RG3,CL_05,Android,Facebook,02_100%及以上,8,8,7500000.0,5400000.0,1,8,1100000.0,7500000.0,1,8,1100000.0,7500000.0
2026-07-28,复借,01_首次授信,RG7,CL_05,Android,Organic,02_100%及以上,2,2,900000.0,600000.0,0,2,0.0,900000.0,0,2,0.0,900000.0
2026-09-10,复借,02_非首次授信,RG3,CL_05,iOS,Organic,02_100%及以上,2,2,1600000.0,1600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-18,复借,02_非首次授信,RG5,CL_05,iOS,Organic,02_100%及以上,3,3,1500000.0,1300000.0,1,3,400000.0,1500000.0,0,3,0.0,1500000.0
2026-08-13,首借,01_首次授信,RG6,CL_05,Android,Facebook,02_100%及以上,1,1,300000.0,300000.0,1,1,300000.0,300000.0,1,1,300000.0,300000.0
2026-08-31,复借,02_非首次授信,RG4,CL_05,Android,Facebook,01_100%以下,3,3,1100000.0,1400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-16,复借,01_首次授信,RG2,CL_01,iOS,ASA,01_100%以下,1,1,300000.0,2000000.0,0,1,0.0,337000.0,0,1,0.0,337000.0
2026-08-06,首借,01_首次授信,RG1,CL_01,iOS,Facebook,02_100%及以上,2,2,5800000.0,5800000.0,0,2,0.0,6524000.0,0,2,0.0,6524000.0
2026-07-29,首借,02_非首次授信,RG5,CL_05,iOS,Facebook,02_100%及以上,3,3,900000.0,900000.0,0,3,0.0,900000.0,0,3,0.0,900000.0
2026-08-02,首借,01_首次授信,RG3,CL_05,iOS,ASA,01_100%以下,1,1,500000.0,1200000.0,0,1,0.0,500000.0,0,1,0.0,500000.0
2026-09-01,首借,01_首次授信,RG2,CL_07,Android,Facebook,02_100%及以上,4,4,5100000.0,4800000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-04,复借,02_非首次授信,RG3,CL_05,iOS,Organic,02_100%及以上,1,1,1600000.0,1200000.0,1,1,1600000.0,1600000.0,1,1,1600000.0,1600000.0
2026-07-20,复借,01_首次授信,RG0,CL_06,iOS,Organic,01_100%以下,1,1,3300000.0,4000000.0,0,1,0.0,3712000.0,0,1,0.0,3712000.0
2026-08-03,复借,01_首次授信,RG5,CL_05,Android,其他,02_100%及以上,1,1,500000.0,400000.0,1,1,500000.0,500000.0,1,1,500000.0,500000.0
2026-08-17,首借,01_首次授信,RG3,CL_05,Android,Facebook,01_100%以下,3,3,1200000.0,2000000.0,0,3,0.0,1200000.0,0,3,0.0,1200000.0
2026-07-23,首借,02_非首次授信,RG6,CL_05,Android,Tiktok,02_100%及以上,1,1,300000.0,300000.0,1,1,300000.0,300000.0,1,1,300000.0,300000.0
2026-08-20,复借,02_非首次授信,RG3,CL_05,iOS,Facebook,02_100%及以上,1,1,1500000.0,1500000.0,0,1,0.0,1500000.0,0,0,0.0,0.0
2026-07-24,复借,01_首次授信,RG5,CL_03,Android,Tiktok,02_100%及以上,1,1,500000.0,400000.0,0,1,0.0,500000.0,0,1,0.0,500000.0
2026-07-29,首借,01_首次授信,RG1,CL_01,iOS,ASA,02_100%及以上,2,2,5000000.0,5000000.0,0,2,0.0,5624000.0,0,2,0.0,5624000.0
2026-07-15,复借,01_首次授信,RG2,CL_01,iOS,Organic,02_100%及以上,1,1,2000000.0,2000000.0,1,1,2249000.0,2249000.0,0,1,0.0,2249000.0
2026-09-05,复借,01_首次授信,RG2,CL_05,iOS,Organic,02_100%及以上,3,3,4000000.0,3600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-25,复借,01_首次授信,RG2,CL_01,Android,Tiktok,02_100%及以上,1,1,2300000.0,1500000.0,0,1,0.0,2587000.0,0,0,0.0,0.0
2026-08-17,首借,01_首次授信,RG2,CL_07,Android,Tiktok,01_100%以下,1,1,700000.0,1200000.0,1,1,700000.0,700000.0,1,1,700000.0,700000.0
2026-07-24,复借,02_非首次授信,RG7,CL_03,Android,Organic,02_100%及以上,1,1,300000.0,300000.0,1,1,300000.0,300000.0,0,1,0.0,300000.0
2026-07-25,首借,02_非首次授信,RG3,CL_05,Android,Facebook,02_100%及以上,3,3,2000000.0,2000000.0,0,3,0.0,2000000.0,0,3,0.0,2000000.0
2026-07-21,复借,02_非首次授信,RG2,CL_01,iOS,空值,01_100%以下,1,1,600000.0,2000000.0,0,1,0.0,674000.0,0,1,0.0,674000.0
2026-09-03,首借,01_首次授信,RG4,CL_05,Android,Organic,02_100%及以上,3,3,1100000.0,1100000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-15,复借,02_非首次授信,RG3,CL_05,Android,Facebook,02_100%及以上,3,3,3300000.0,2200000.0,0,3,0.0,3300000.0,0,3,0.0,3300000.0
2026-08-15,复借,02_非首次授信,RG3,CL_05,Android,Google,02_100%及以上,1,1,2000000.0,800000.0,1,1,2000000.0,2000000.0,0,1,0.0,2000000.0
2026-07-20,复借,02_非首次授信,RG6,CL_03,Android,Facebook,02_100%及以上,1,1,300000.0,300000.0,1,1,300000.0,300000.0,1,1,300000.0,300000.0
2026-08-19,复借,01_首次授信,RG5,CL_04,Android,Organic,02_100%及以上,1,1,500000.0,400000.0,1,1,500000.0,500000.0,0,0,0.0,0.0
2026-07-25,首借,01_首次授信,RG2,CL_05,Android,Organic,02_100%及以上,2,2,2400000.0,2400000.0,2,2,2400000.0,2400000.0,1,2,1200000.0,2400000.0
2026-07-31,复借,01_首次授信,RG2,CL_01,iOS,Organic,01_100%以下,2,2,1800000.0,4000000.0,0,2,0.0,2024000.0,0,2,0.0,2024000.0
2026-08-11,复借,02_非首次授信,RG3,CL_03,Android,Facebook,02_100%及以上,1,1,300000.0,300000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-09-12,首借,01_首次授信,RG3,CL_05,Android,Google,02_100%及以上,2,2,1500000.0,1400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-28,首借,01_首次授信,RG5,CL_05,iOS,Tiktok,02_100%及以上,5,5,1700000.0,1700000.0,1,5,400000.0,1700000.0,1,5,400000.0,1700000.0
2026-08-15,首借,02_非首次授信,RG4,CL_05,Android,Google,02_100%及以上,4,4,2000000.0,2000000.0,2,4,1000000.0,2000000.0,1,4,600000.0,2000000.0
2026-08-12,复借,01_首次授信,RG2,CL_05,Android,Organic,02_100%及以上,2,2,2900000.0,2000000.0,0,2,0.0,2900000.0,0,2,0.0,2900000.0
2026-08-02,首借,01_首次授信,RG4,CL_05,Android,Google,01_100%以下,3,3,1100000.0,1800000.0,1,3,500000.0,1100000.0,1,3,500000.0,1100000.0
2026-07-15,首借,01_首次授信,RG5,CL_04,iOS,Facebook,02_100%及以上,1,1,400000.0,400000.0,0,1,0.0,400000.0,0,1,0.0,400000.0
2026-09-03,复借,01_首次授信,RG6,CL_05,Android,Google,02_100%及以上,1,1,500000.0,300000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-10,首借,01_首次授信,RG0,CL_01,iOS,Facebook,02_100%及以上,1,1,4000000.0,4000000.0,0,1,0.0,4499000.0,0,1,0.0,4499000.0
2026-07-17,首借,02_非首次授信,RG3,CL_05,Android,空值,01_100%以下,1,1,300000.0,800000.0,1,1,300000.0,300000.0,1,1,300000.0,300000.0
2026-08-18,复借,01_首次授信,RG3,CL_05,Android,Organic,02_100%及以上,2,2,1500000.0,1400000.0,0,2,0.0,1500000.0,0,2,0.0,1500000.0
2026-09-01,复借,01_首次授信,RG6,CL_04,Android,Tiktok,02_100%及以上,1,1,400000.0,300000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-13,复借,01_首次授信,RG4,CL_03,Android,Facebook,01_100%以下,1,1,300000.0,600000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-08-24,复借,01_首次授信,RG2,CL_05,iOS,Facebook,01_100%以下,1,1,800000.0,1200000.0,0,1,0.0,800000.0,0,0,0.0,0.0
2026-08-18,复借,01_首次授信,RG0,CL_01,iOS,ASA,01_100%以下,1,1,2000000.0,4000000.0,0,1,0.0,2249000.0,0,1,0.0,2249000.0
2026-08-25,复借,02_非首次授信,RG4,CL_05,Android,Facebook,01_100%以下,2,2,700000.0,1200000.0,2,2,700000.0,700000.0,0,0,0.0,0.0
2026-07-16,首借,01_首次授信,RG5,CL_05,Android,Facebook,02_100%及以上,5,5,1800000.0,1800000.0,3,5,1100000.0,1800000.0,2,5,700000.0,1800000.0
2026-09-05,复借,01_首次授信,RG5,CL_04,Android,Facebook,01_100%以下,1,1,300000.0,400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-19,复借,01_首次授信,RG6,CL_05,Android,Facebook,02_100%及以上,4,4,1300000.0,1200000.0,2,4,600000.0,1300000.0,1,4,300000.0,1300000.0
2026-07-23,复借,01_首次授信,RG4,CL_05,iOS,ASA,01_100%以下,1,1,700000.0,800000.0,1,1,700000.0,700000.0,1,1,700000.0,700000.0
2026-08-05,复借,02_非首次授信,RG4,CL_05,Android,Facebook,01_100%以下,1,1,300000.0,400000.0,1,1,300000.0,300000.0,1,1,300000.0,300000.0
2026-08-19,复借,01_首次授信,RG7,CL_05,Android,Facebook,02_100%及以上,6,6,2400000.0,1800000.0,2,6,800000.0,2400000.0,0,0,0.0,0.0
2026-08-15,首借,02_非首次授信,RG7,CL_05,Android,Organic,02_100%及以上,1,1,300000.0,300000.0,1,1,300000.0,300000.0,1,1,300000.0,300000.0
2026-08-20,复借,01_首次授信,RG3,CL_03,Android,Organic,01_100%以下,1,1,500000.0,600000.0,0,1,0.0,500000.0,0,0,0.0,0.0
2026-08-25,复借,01_首次授信,RG4,CL_05,iOS,Facebook,02_100%及以上,1,1,600000.0,600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-12,复借,01_首次授信,RG3,CL_03,iOS,Organic,02_100%及以上,1,1,1300000.0,1000000.0,0,1,0.0,1300000.0,0,1,0.0,1300000.0
2026-08-13,首借,01_首次授信,RG6,CL_04,Android,Organic,02_100%及以上,1,1,300000.0,300000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-07-18,复借,01_首次授信,RG6,CL_05,Android,Organic,02_100%及以上,1,1,500000.0,300000.0,0,1,0.0,500000.0,0,1,0.0,500000.0
2026-08-19,复借,01_首次授信,RG4,CL_05,Android,Organic,02_100%及以上,1,1,700000.0,400000.0,0,1,0.0,700000.0,0,0,0.0,0.0
2026-08-13,复借,01_首次授信,RG2,CL_08,Android,Organic,02_100%及以上,1,1,8.0E7,8.0E7,0,1,0.0,8.0E7,0,0,0.0,0.0
2026-07-19,首借,01_首次授信,RG4,CL_03,Android,Facebook,02_100%及以上,2,2,1000000.0,1000000.0,1,2,400000.0,1000000.0,0,2,0.0,1000000.0
2026-08-03,首借,01_首次授信,RG5,CL_05,Android,Organic,02_100%及以上,4,4,1500000.0,1500000.0,2,4,800000.0,1500000.0,1,4,400000.0,1500000.0
2026-08-02,复借,01_首次授信,RG3,CL_05,Android,Facebook,02_100%及以上,4,4,3000000.0,2600000.0,2,4,1300000.0,3000000.0,2,4,1300000.0,3000000.0
2026-07-29,首借,01_首次授信,RG0,CL_01,iOS,ASA,02_100%及以上,1,1,6000000.0,4000000.0,0,1,0.0,6749000.0,0,1,0.0,6749000.0
2026-08-31,复借,02_非首次授信,RG3,CL_05,Android,Facebook,01_100%以下,3,3,1400000.0,2200000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-26,复借,01_首次授信,RG4,CL_03,iOS,Organic,02_100%及以上,1,1,800000.0,800000.0,0,1,0.0,800000.0,0,1,0.0,800000.0
2026-08-10,复借,01_首次授信,RG1,CL_01,iOS,Facebook,01_100%以下,3,3,2100000.0,8000000.0,1,3,899000.0,2360000.0,0,3,0.0,2360000.0
2026-08-30,复借,02_非首次授信,RG5,CL_05,Android,Tiktok,02_100%及以上,1,1,400000.0,300000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-09-09,首借,02_非首次授信,RG4,CL_05,Android,Facebook,02_100%及以上,1,1,400000.0,400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-18,复借,01_首次授信,RG5,CL_05,Android,Google,01_100%以下,2,2,600000.0,800000.0,0,2,0.0,600000.0,0,2,0.0,600000.0
2026-07-24,复借,02_非首次授信,RG4,CL_05,Android,Organic,01_100%以下,1,1,300000.0,600000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-08-07,首借,01_首次授信,RG2,CL_07,iOS,Organic,02_100%及以上,3,3,4500000.0,4500000.0,0,3,0.0,4500000.0,0,3,0.0,4500000.0
2026-08-06,复借,01_首次授信,RG5,CL_05,iOS,Facebook,01_100%以下,1,1,300000.0,400000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-08-01,复借,01_首次授信,RG3,CL_03,Android,Facebook,01_100%以下,2,2,800000.0,1000000.0,0,2,0.0,800000.0,0,2,0.0,800000.0
2026-08-19,首借,01_首次授信,RG5,CL_05,Android,Google,02_100%及以上,2,2,700000.0,700000.0,1,2,400000.0,700000.0,0,0,0.0,0.0
2026-07-21,复借,01_首次授信,RG6,CL_03,Android,Tiktok,02_100%及以上,1,1,400000.0,300000.0,0,1,0.0,400000.0,0,1,0.0,400000.0
2026-09-11,复借,02_非首次授信,RG3,CL_05,Android,空值,02_100%及以上,1,1,600000.0,600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-24,首借,02_非首次授信,RG3,CL_05,Android,Organic,02_100%及以上,1,1,800000.0,800000.0,1,1,800000.0,800000.0,1,1,800000.0,800000.0
2026-08-27,首借,01_首次授信,RG2,CL_05,Android,Facebook,02_100%及以上,1,1,1400000.0,1200000.0,0,1,0.0,1400000.0,0,0,0.0,0.0
2026-08-06,复借,02_非首次授信,RG3,CL_04,Android,Facebook,02_100%及以上,1,1,600000.0,600000.0,0,1,0.0,600000.0,0,1,0.0,600000.0
2026-08-18,首借,01_首次授信,RG5,CL_05,Android,Facebook,02_100%及以上,8,8,2600000.0,2600000.0,6,8,2000000.0,2600000.0,6,8,2000000.0,2600000.0
2026-09-06,复借,01_首次授信,RG4,CL_05,iOS,Organic,02_100%及以上,9,9,7200000.0,5800000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-02,复借,01_首次授信,RG5,CL_05,iOS,Tiktok,01_100%以下,1,1,300000.0,400000.0,1,1,300000.0,300000.0,0,1,0.0,300000.0
2026-08-22,首借,01_首次授信,RG3,CL_03,iOS,Organic,02_100%及以上,1,1,600000.0,600000.0,1,1,600000.0,600000.0,0,0,0.0,0.0
2026-07-17,首借,01_首次授信,RG6,CL_05,Android,Organic,02_100%及以上,4,4,1300000.0,1300000.0,3,4,900000.0,1300000.0,2,4,600000.0,1300000.0
2026-08-04,首借,02_非首次授信,RG5,CL_05,iOS,Facebook,02_100%及以上,1,1,300000.0,300000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-09-08,复借,02_非首次授信,RG7,CL_03,Android,Organic,02_100%及以上,1,1,300000.0,300000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-19,首借,01_首次授信,RG2,CL_05,iOS,Facebook,02_100%及以上,2,2,3000000.0,3000000.0,1,2,1500000.0,3000000.0,1,2,1500000.0,3000000.0
2026-07-21,复借,02_非首次授信,RG3,CL_03,Android,Google,02_100%及以上,2,2,1000000.0,900000.0,0,2,0.0,1000000.0,0,2,0.0,1000000.0
2026-09-01,复借,01_首次授信,RG5,CL_05,iOS,Google,02_100%及以上,1,1,600000.0,400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-09-02,复借,01_首次授信,RG4,CL_05,Android,Google,01_100%以下,7,7,2400000.0,3700000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-30,首借,02_非首次授信,RG7,CL_05,Android,Google,02_100%及以上,1,1,300000.0,300000.0,1,1,300000.0,300000.0,1,1,300000.0,300000.0
2026-07-19,首借,01_首次授信,RG5,CL_05,Android,Facebook,02_100%及以上,13,13,4800000.0,4800000.0,5,13,1700000.0,4800000.0,3,13,1000000.0,4800000.0
2026-07-15,首借,01_首次授信,RG5,CL_03,iOS,Facebook,02_100%及以上,1,1,400000.0,400000.0,0,1,0.0,400000.0,0,1,0.0,400000.0
2026-08-24,首借,02_非首次授信,RG3,CL_05,Android,Tiktok,01_100%以下,1,1,500000.0,800000.0,0,1,0.0,500000.0,0,0,0.0,0.0
2026-08-29,首借,01_首次授信,RG3,CL_05,iOS,Tiktok,02_100%及以上,1,1,1200000.0,1000000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-26,复借,01_首次授信,RG1,CL_01,iOS,其他,01_100%以下,1,1,800000.0,2500000.0,1,1,899000.0,899000.0,0,1,0.0,899000.0
2026-08-17,首借,01_首次授信,RG2,CL_07,Android,Tiktok,02_100%及以上,1,1,1200000.0,1200000.0,1,1,1200000.0,1200000.0,1,1,1200000.0,1200000.0
2026-09-12,复借,01_首次授信,RG2,CL_05,iOS,Organic,02_100%及以上,1,1,1500000.0,1500000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-16,首借,01_首次授信,RG2,CL_01,iOS,ASA,02_100%及以上,1,1,2000000.0,2000000.0,1,1,2249000.0,2249000.0,0,1,0.0,2249000.0
2026-08-29,首借,02_非首次授信,RG4,CL_05,Android,Tiktok,02_100%及以上,2,2,1100000.0,1100000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-14,首借,01_首次授信,RG6,CL_05,Android,Organic,02_100%及以上,1,1,300000.0,300000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-08-06,复借,02_非首次授信,RG4,CL_04,Android,Facebook,01_100%以下,1,1,300000.0,400000.0,1,1,300000.0,300000.0,1,1,300000.0,300000.0
2026-08-20,复借,01_首次授信,RG2,CL_05,iOS,Organic,01_100%以下,2,2,1200000.0,3000000.0,1,2,600000.0,1200000.0,0,0,0.0,0.0
2026-09-07,首借,01_首次授信,RG1,CL_01,iOS,Organic,02_100%及以上,4,4,1.41E7,1.41E7,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-31,复借,02_非首次授信,RG6,CL_05,Android,Organic,02_100%及以上,1,1,300000.0,300000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-08-25,首借,02_非首次授信,RG4,CL_05,Android,Facebook,02_100%及以上,4,4,1700000.0,1700000.0,2,4,1000000.0,1700000.0,0,0,0.0,0.0
2026-07-30,首借,02_非首次授信,RG3,CL_03,Android,Facebook,02_100%及以上,1,1,1000000.0,800000.0,0,1,0.0,1000000.0,0,1,0.0,1000000.0
2026-09-10,复借,01_首次授信,RG2,CL_05,iOS,Facebook,01_100%以下,1,1,900000.0,1200000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-25,首借,02_非首次授信,RG3,CL_05,Android,Google,02_100%及以上,2,2,1400000.0,1400000.0,2,2,1400000.0,1400000.0,0,0,0.0,0.0
2026-07-26,复借,01_首次授信,RG1,CL_01,iOS,Organic,02_100%及以上,1,1,2500000.0,2500000.0,0,1,0.0,2812000.0,0,1,0.0,2812000.0
2026-07-16,复借,02_非首次授信,RG3,CL_05,iOS,Organic,02_100%及以上,1,1,1300000.0,1000000.0,1,1,1300000.0,1300000.0,1,1,1300000.0,1300000.0
2026-08-04,首借,01_首次授信,RG5,CL_05,Android,Facebook,02_100%及以上,9,9,3200000.0,3200000.0,5,9,1700000.0,3200000.0,5,9,1700000.0,3200000.0
2026-08-27,复借,01_首次授信,RG7,CL_03,Android,Tiktok,02_100%及以上,1,1,400000.0,300000.0,1,1,400000.0,400000.0,0,0,0.0,0.0
2026-08-09,首借,02_非首次授信,RG4,CL_05,iOS,ASA,02_100%及以上,1,1,1000000.0,600000.0,1,1,1000000.0,1000000.0,0,1,0.0,1000000.0
2026-08-03,首借,01_首次授信,RG5,CL_05,iOS,Tiktok,02_100%及以上,4,4,1700000.0,1500000.0,2,4,800000.0,1700000.0,2,4,800000.0,1700000.0
2026-08-16,首借,01_首次授信,RG0,CL_01,iOS,Facebook,02_100%及以上,1,1,4000000.0,4000000.0,0,1,0.0,4499000.0,0,1,0.0,4499000.0
2026-08-24,复借,02_非首次授信,RG5,CL_03,iOS,Organic,02_100%及以上,1,1,600000.0,600000.0,0,1,0.0,600000.0,0,0,0.0,0.0
2026-09-04,复借,01_首次授信,RG0,CL_06,iOS,ASA,01_100%以下,1,1,1000000.0,4000000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-09-03,首借,01_首次授信,RG4,CL_05,iOS,Tiktok,02_100%及以上,2,2,1800000.0,1400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-31,复借,02_非首次授信,RG6,CL_03,Android,Facebook,02_100%及以上,1,1,400000.0,300000.0,0,1,0.0,400000.0,0,1,0.0,400000.0
2026-07-30,首借,02_非首次授信,RG5,CL_05,Android,Facebook,02_100%及以上,5,5,1900000.0,1900000.0,4,5,1600000.0,1900000.0,4,5,1600000.0,1900000.0
2026-08-24,复借,02_非首次授信,RG4,CL_05,Android,Tiktok,02_100%及以上,1,1,500000.0,400000.0,0,1,0.0,500000.0,0,0,0.0,0.0
2026-08-10,首借,01_首次授信,RG1,CL_01,iOS,Facebook,02_100%及以上,2,2,5800000.0,5800000.0,0,2,0.0,6524000.0,0,2,0.0,6524000.0
2026-09-07,首借,01_首次授信,RG5,CL_05,iOS,Organic,01_100%以下,1,1,300000.0,400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-26,首借,02_非首次授信,RG1,CL_01,Android,Google,02_100%及以上,1,1,1500000.0,1500000.0,1,1,1687000.0,1687000.0,0,0,0.0,0.0
2026-09-01,首借,02_非首次授信,RG5,CL_05,Android,Facebook,02_100%及以上,1,1,300000.0,300000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-05,首借,01_首次授信,RG2,CL_01,iOS,Organic,02_100%及以上,2,2,4000000.0,4000000.0,0,2,0.0,4498000.0,0,2,0.0,4498000.0
2026-08-16,复借,01_首次授信,RG3,CL_05,Android,Tiktok,02_100%及以上,1,1,800000.0,600000.0,0,1,0.0,800000.0,0,1,0.0,800000.0
2026-07-30,复借,01_首次授信,RG3,CL_05,iOS,Organic,02_100%及以上,5,5,6000000.0,4600000.0,1,5,1300000.0,6000000.0,1,5,1300000.0,6000000.0
2026-08-13,复借,01_首次授信,RG4,CL_04,Android,Facebook,02_100%及以上,1,1,500000.0,400000.0,0,1,0.0,500000.0,0,1,0.0,500000.0
2026-08-26,复借,02_非首次授信,RG5,CL_05,Android,Facebook,02_100%及以上,1,1,400000.0,400000.0,1,1,400000.0,400000.0,0,0,0.0,0.0
2026-08-09,首借,01_首次授信,RG7,CL_05,Android,Tiktok,02_100%及以上,1,1,300000.0,300000.0,1,1,300000.0,300000.0,1,1,300000.0,300000.0
2026-07-30,复借,02_非首次授信,RG3,CL_05,Android,Organic,02_100%及以上,1,1,800000.0,800000.0,0,1,0.0,800000.0,0,1,0.0,800000.0
2026-08-27,复借,02_非首次授信,RG7,CL_03,Android,Organic,02_100%及以上,1,1,400000.0,300000.0,1,1,400000.0,400000.0,0,0,0.0,0.0
2026-07-22,首借,01_首次授信,RG4,CL_03,Android,Facebook,02_100%及以上,2,2,800000.0,800000.0,1,2,400000.0,800000.0,1,2,400000.0,800000.0
2026-08-29,复借,01_首次授信,RG7,CL_04,Android,Organic,02_100%及以上,1,1,300000.0,300000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-09-03,复借,01_首次授信,RG3,CL_05,iOS,Tiktok,02_100%及以上,1,1,1200000.0,1200000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-16,复借,02_非首次授信,RG4,CL_03,iOS,空值,02_100%及以上,1,1,800000.0,600000.0,1,1,800000.0,800000.0,0,1,0.0,800000.0
2026-08-26,首借,01_首次授信,RG2,CL_07,Android,Google,02_100%及以上,1,1,1200000.0,1200000.0,0,1,0.0,1200000.0,0,0,0.0,0.0
2026-08-13,复借,02_非首次授信,RG5,CL_05,iOS,Google,02_100%及以上,1,1,300000.0,300000.0,1,1,300000.0,300000.0,1,1,300000.0,300000.0
2026-07-24,复借,01_首次授信,RG2,CL_03,Android,Organic,01_100%以下,1,1,800000.0,1000000.0,0,1,0.0,800000.0,0,1,0.0,800000.0
2026-07-25,首借,01_首次授信,RG5,CL_05,Android,Tiktok,02_100%及以上,6,6,2100000.0,2100000.0,4,6,1400000.0,2100000.0,3,6,1100000.0,2100000.0
2026-08-16,复借,01_首次授信,RG5,CL_03,iOS,Organic,02_100%及以上,1,1,400000.0,400000.0,1,1,400000.0,400000.0,0,1,0.0,400000.0
2026-08-29,首借,01_首次授信,RG3,CL_05,Android,Organic,02_100%及以上,2,2,1600000.0,1600000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-18,首借,01_首次授信,RG3,CL_03,Android,Facebook,02_100%及以上,1,1,300000.0,300000.0,0,1,0.0,300000.0,0,1,0.0,300000.0
2026-09-05,复借,01_首次授信,RG3,CL_05,iOS,ASA,01_100%以下,2,2,1000000.0,1400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-08-31,复借,02_非首次授信,RG5,CL_05,Android,Organic,01_100%以下,1,1,300000.0,400000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-18,复借,01_首次授信,RG5,CL_03,Android,Facebook,02_100%及以上,2,2,700000.0,700000.0,1,2,400000.0,700000.0,1,2,400000.0,700000.0
2026-07-28,复借,01_首次授信,RG3,CL_05,Android,Google,01_100%以下,3,3,1100000.0,2200000.0,2,3,600000.0,1100000.0,2,3,600000.0,1100000.0
2026-08-14,复借,01_首次授信,RG2,CL_01,Android,Organic,02_100%及以上,1,1,2300000.0,1500000.0,0,1,0.0,2587000.0,0,1,0.0,2587000.0
2026-09-03,首借,01_首次授信,RG3,CL_05,Android,Organic,02_100%及以上,6,6,4300000.0,4000000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-09-12,首借,01_首次授信,RG3,CL_05,Android,Facebook,02_100%及以上,3,3,2100000.0,2000000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-07-26,首借,02_非首次授信,RG3,CL_05,iOS,空值,02_100%及以上,1,1,800000.0,800000.0,1,1,800000.0,800000.0,1,1,800000.0,800000.0
2026-09-06,复借,01_首次授信,RG3,CL_05,Android,Tiktok,01_100%以下,3,3,1100000.0,2200000.0,0,0,0.0,0.0,0,0,0.0,0.0
2026-09-08,复借,01_首次授信,RG2,CL_05,Android,Google,01_100%以下,1,1,300000.0,1000000.0,0,0,0.0,0.0,0,0,0.0,0.0
